name,tweet
 Happy birthday freshman faggots @cooopster98 @Chase123456718,RT @MichaelGT03
" @0beyYourMaster real ""lil""...bitch you short as fuck",RT @MichaelJDelaney
" @zzachbarness @TrippinC &#9995; he has a date, hoe.",RT @MichalaSmith4
 shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http,RT @MichalaSmith4
 Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;,RT @MicheleBachmann
 Got 99 cookies because a bitch ate one.,RT @Michelle_OKC
 Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since&#8230;,RT @MickeyChristmas
 This really how bitches be to.. Lmfao.. &#128514; http,RT @MickieeMoscoto
 @fourzerotwo fix the fucking snipers you retarded piece of shit. Fucking overpowered as fuck. They aim down faster then ...,RT @MidniteBoss
" If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.",RT @MidniteBoss
 zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.,RT @MidniteBoss
 If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;,RT @Mids_areForkids
 This hoe ass ref got hit and fined the fighters,RT @Midwestmiles
 &#8220;@SavannaaSanford,RT @MikeDevrnja
" ""@BadGalTitii",RT @MikeDiggEm
" ""@Eaaaazzzz",RT @MikeDiggEm
" ""@_2kkz",RT @MikeDiggEm
 @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs,RT @MikeDiggEm
 I googled her number and found she was a hoe,RT @MikeDiggEm
" I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute",RT @MikeDiggEm
 Only ugly girls can fight. Pretty bitches have no hands lol,RT @MikeDiggEm
 Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;,RT @MikeDiggEm
 I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut,RT @MikeHeadlyy
 @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;,RT @MikeTInnes
 Schools a bitch,RT @Mike_Hall32
 My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat,RT @Mike_daniels_YG
" ""I never talk to anybody!""

*has dinner with family*

""I hate everyone!""

*defends 45 people when I call them cunts*",RT @MikeyBlackheart
 Fvck friends &amp; fvck hoes,RT @MikeyGotSteeze
 This Sam guy is a fucking pussy.,RT @Mikey_D15
 Yankees offseason plan,RT @Mikey_Hands
 How ghetto girls start their fights &#128514; https,RT @MilesM_05
 If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;,RT @Milesss_
" like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;",RT @Milesss_
 i know what color my skin is. you can stop with the friendly reminders bitch.,RT @MileyCyrus
" When Kendrick Lamar said ""I call a bitch a bitch, a hoe a hoe, a woman a woman."" I knew he was onto something. He was pre&#8230;",RT @MillerThaGod
" If you're a hoe, don't expect princess treatment...",RT @MindCertified
" My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;",RT @MindOnSuccess_
 Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http,RT @MiraGotTheJUICE
 Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http,RT @MirrorWeirdNews
 @WeekndJammin sheeeeeit you tell me! I wana fat bitch that smell like bologna &#128525;&#128553;,RT @MissKeiParker
 Eating pussy keeps your lips soft. (;,RT @MissUndersto_Od FELLAS TAKE NOTE RT @NaughtyTurnOns
 I don't fuck wit fake hoes all I touch is J-Los,RT @MissUnfoolish
 &#8220;@VaIentinesCards,RT @MissVoshay
" But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??",RT @MissZindzi
" Good pussy&#128049;&#128166;
Is like a drug&#128138;&#128553;&#128079;",RT @Miss_EmilyAnne
 &#8220;@iDocLyfe,RT @Miss_Jamieeee
 Insecurities are such a bitch.,RT @Miss_Missouri11
 &#8220;@ViriDoesItt,RT @MisterrRager
 Bastino is my niggah&#128661;,RT @MitchVorce
" It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;",RT @Mitchell_Rosee
" Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole",RT @Mitchellharri
 Wyd hoe bucket&#8220;@TheKaosYatti,RT @Mix_Mommie
" Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;",RT @MizzCreme
 Still wishin all of my old hoes the best,RT @Mmadifresh
" ""@basedamERICan",RT @MoDroJoJo
 make sure her titties out RT @_CDiddy,RT @MoJizel
 Word. And it don't make u a hoe RT @100granHman,RT @MobJoe
" Just swing ""@MUHFUGGINJKELLS",RT @MobileSuitKwamz
" Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http",RT @Mobute
 I text bitches at 11,RT @MoccaBitchx3
 Look at u now u pregnant stupid bitch lol,RT @Moisessp14
 So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;,RT @MoneyBABY_Rich
" I gota hand fulla brothers 
Trek gang bitch we hustle",RT @MoneyHG
 I love pussy,RT @MoneyHG
 Bitch you're retarded RT @TheVinnette,RT @MoneyMakers_Ent
 hoes be mad at you cause your nigga wanted you over her &#128564;,RT @Moniqve_
" Who got time to be ""having dem hoes""!? That's aint wassup no more",RT @MonroeDOLL_
" I envy bitches with long, full eyelashes &#128532;",RT @MonseeHuerta
" Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.",RT @MontagKeys
 Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;,RT @Montrell_
 How to get bitches http,RT @MooreHnter
 RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...,RT @MosoKnowso
 That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up,RT @MostDope6995
 Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.,RT @MostSecretFacts
 &#8220;@1inkkofrosess,RT @MotherOfBraylon
" ""I didn't sell my
pussy for $65.....it was $80!!!"" http",RT @Mr1738
 RT @ItsJustThai,RT @Mr1738
" ""@1waynostra",RT @MrBrenBren
" I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;",RT @MrCouture
" Everybody fckn everybody bitch &amp; everybody with the shit, that's life",RT @MrFourTwentyy
 Now when a bitch try to suck the strap that's when she getting kicked out,RT @MrFourTwentyy
" Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ...",RT @MrFrankOcean__
 Vin Scully once called me a camel jockey. #liesaboutvinscully,RT @MrHoratioSanz
 Eat that pussy from the back and slide two fingers in...,RT @MrLuckyToYou
" If that pussy good, umma moan when um eating it.",RT @MrLuckyToYou
" Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;

https",RT @MrNBAallday
" fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&#8230;",RT @MrNationWide
 Foh RT @Thotcho,RT @MrPOONsoaker
 Most of these niggas go broke for these hoes !!,RT @MrPerfect_22
 Check ya bitch,RT @MrRichieRich_
 Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free,RT @MrRideThruThaD
" my ""bitch stfu"" game strong asf '",RT @MrRigginss
 I can't wait to see the new planet of the apes.,RT @MrStories
 Denial is a bitch #youresilly,RT @Mr_Dam0n
" I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs",RT @Mr_JSmart24
 Its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant,RT @Mr_JSmart24
 Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;,RT @Mr_JSmart24
 So damn sick of that damn lie smfh&#8230;Skinny girls look like iphones when they jeans come off bitch stop lying!!,RT @Mr_JSmart24
 Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;,RT @Mr_JSmart24
" &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http",RT @Mr_MshkL
 Lol Rahshauna has hoes,RT @Mr_buckets5
 &#8220;@viaNAWF I got some lightskin pussy one time and the bitch damn near had me bout to propose.&#8221; had some I had to immediately&#8230;,RT @Mryungone
" Ill break a Bitch down, like the pussy she is.",RT @MrzSixTrue
 Waka gone kill dat hoe lol,RT @MsAprylJ
 If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?,RT @MsJoseline
 these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!,RT @MsKeShera_
" @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",RT @MsKeeKee90s
 Throw it up! Like a pizza! Get stirring in that pussy like a feature &#128514;&#128514;&#128514; @t_ndyy @PamiiBabesh,RT @MsKeeKee90s
" bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY",RT @MsRock4Ever
 All the money in the world couldn't get you a real bitch. #priceless,RT @Ms_Lynnn_
 Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;,RT @Ms_SadaClay
" No thanx, I'm on a diet RT&#8220;@viaNAWF",RT @Ms_SadaClay
 i got hoes i got hella hoes&#128520;&#128111;&#128514;,RT @Mshomicide_
 Hahahaha RT @bniceloco,RT @MtuPombe
 I cannot be worried 'bout no bitch.,RT @MurderHigashi
 &#128514;&#128514;&#128514;&#128514; RT &#8220;@c4leigh,RT @MurderSHE_smoke
 City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https,RT @Murica_FuckYea
 Treat good girls like a queen and treat hoes like garbage,RT @MvckFadden
 If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,RT @MyDadAtTheStore
 My dick is called Abusive Cat Owner because it always beats the pussy up.,RT @MyDickIsCalled
 My dick is called Batman because bitches love it when my Dark Knight rises.,RT @MyDickIsCalled
 My dick is called Cute Relationship because it's what all bitches really want.,RT @MyDickIsCalled
 My dick is called Eggo because bitches never wanna leggo my Eggo.,RT @MyDickIsCalled
 My dick is called Eggo because bitches never want to leggo my Eggo.,RT @MyDickIsCalled
 My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.,RT @MyDickIsCalled
 What lonely hoe made this? http,RT @MyDickNeedsCPR
 My dick is called Nintendo Cartridge because bitches blow it before they stick it in.,RT @MyDicklsCaIled
 My dick is called Offensive Joke because some bitches get hurt when it goes too far.,RT @MyDicklsCaIled
 After ya girl walks in ya crib and has hoes for ya niggas. http,RT @MyFriendsRap
 You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;,RT @MyFriendsRap
" Bitches be 14, 15 acting 21&#128129;&#128129;
Throwing the pussy like they 32&#128105;
Turning up &#128070; like they 25 &#128111;&#128111;
But can't pass algebra 1?&#128557;&#128514;&#128128;&#9995;",RT @MyGirlCanNOT
 Chris Brown reached maximum level of Icy with this hoe. http,RT @MyJim_AintSlim
 boats and hoes.,RT @MyNameIsArii_
 &#8220;@1017_Sqquad,RT @MyNiggaKushy
" Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;",RT @MySportsLegion
" Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ...",RT @MyThoughts_0
 &#8220;@AdrienBroner,RT @My_Bird_Tweets
 @VeronicaGK bitch u been addicted to this for 2 years lmaoo,RT @Mymangot2JOBS_
 WHO IS SHE? Ill fight her bestie RT @VeronicaGK,RT @Mymangot2JOBS_
" When a bitch comment on my nigga pic like ""u so fine&#128571;&#128571;"" I @ em thirst buckets back and be like ""thanks&#128573;""",RT @Mymangot2JOBS_
 @j_rellz only bitch round here is the one I&#8217;m tweet&#8217;n &#128564;&#128564;&#128564;&#128564;,RT @MzS0FiBadAzz
 We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&#8230;,RT @Mz_Eccentricity
 .@tweetsoutloud we found your brother Charlie out working on the dishes today #DSN50 #NASAsocial http,RT @NASAWatch
 THIS JUST IN,RT @NBCSports
" Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.",RT @NDFootball
" Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;",RT @NEOMD71
 RT if your team is trash,RT @NFLTalkRT
 Buckwheat and Porky http,RT @NFL_Memes
" Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds",RT @NFLonFOX
" 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11",RT @NHLDevils
 U bitches could neva get him to buy all dem snacks. Fuk wit me,RT @NICKIMINAJ
" Here's how your ""suggestion"" plays out @piersmorgan 

Racist",RT @NIGNORAMUS
 Stop gassing up these regular ass bitches,RT @NOGOODNIGGER_
 Wow the stupid nigger in LeBron really came out there,RT @NRoth44
" Almost forgot. Posing as an old brawd won't get you pussy, needle dick. Beat it. #LOLLOLLOL http",RT @NYRKelsMads
 kill whitey,RT @NYTMinusContext
" Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",RT @NYeoman
" @SteveWorks4You gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;",RT @NabilAbuAmirah
 These fine bitches are prolly poopin and flat ironing they hair to no flex zone right now...,RT @NachoPicasso
 Charlie Rangel,RT @Nachumlist
 I remember playing the Halo 4 episodes with @The_Paradox. The pussy finished all chapters without me. Fuck him.,RT @Naezus
 Fuck a nigga and a bitch,RT @Naishaa_
" RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;",RT @NandaGorgeous
" If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;",RT @NardiaDoee
 &#8220;@VroomDET,RT @NateClark_
" @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",RT @NateKlempa
 niggas talk more than bitches these days.,RT @NateThaAlmighty
 Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble #bitch,RT @NatexHate
" THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http",RT @NativeCurator
 Phat pussy is the best pussy &#128526;,RT @NaturalBadAssss
 Some bitches be praying for the day you leave your nigga...,RT @NatyyG
 Hunter Hurt Helmsley RT @Rich_GMI,RT @NavyAssLos
 &#8220;@1waynostra,RT @NaziaBee
 @JesseCanon @tonykivarkis @zramsin @Dirrttyydan @NaramY22 he busted a bitch n rolled stop sign hahahaha,RT @Neeksbethatguy
 I give a shoutout to these bitches b/c they hustlas too &#128076;&#128184;&#128181;,RT @Neiman_MARKus
 Bitch u boutta drown tryna be a hoe &#8220;@swirlg0ddess,RT @Nekkohbk
 Do dykes date other dykes or is that shit gay to y'all?,RT @Nekkohbk
 I love my sperm cells too much to waste it on a bitch with no hair,RT @Nekkohbk
 I stopped caring about mcm when I noticed dykes where getting chose before me,RT @Nekkohbk
 @herk87 @NYRangers Thank You Rangers for taking out the diving pussy I love it !! #bruinsfan,RT @NelsonTavares82
 @andrewzoudo @tonykivarkis so hes retarded and gay.. What a mix &#128079;&#128079;&#128079;,RT @NenosMarma
" We was wearing shorts about a week ago,week ago.
Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; http",RT @Neonte
 Any chick that gets In a fight after the age 24 is a hoe,RT @NerdAtCoolTable
 RT @RealSheemBacc,RT @NerdAtCoolTable
 Soon as your girl see niggas pouring champagne on bitches ass she should want to leave,RT @NerdAtCoolTable
 You automatically a hoe if somebody calls you one.,RT @NerdAtCoolTable
 Skin Diamond really was the last champion for ebony porn. Everything else is kinda trash now.,RT @NerdLifeThuggin
 Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD,RT @NerdistDotCom
 Since you couldn't keep my dick outa your mouth at least keep my name out of it. Y'all some hoes for real.,RT @NeskorikKenneth
 ! RT @_JeanCartier,RT @NevaLyric
 wet pussy is the best pussy &#128588;&#128527;&#128540;&#128069;&#128166;&#128572;&#128175;,RT @NevaWhoDat
 Twitter gives bitches unrealistic views of what a relationship is gonna be. If y'all fight. This nigga ain't comin to &#8230;,RT @NewLegendaryEra
 &#128528;&#128528;&#128528;&#128528;&#128528; &#8220;@MattieSavage_,RT @NewYorkTaughtMe
 Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http,RT @NewYorkologist
" Y'all niggas ain't low tho. Y'all really be comin at these bitches on here then when they curve u, u act like u was playing&#8230;",RT @NewzHuddle
 Or feet &#128553;&#128555;&#128518; RT @VeronicaGK,RT @Nezzie__Nezz
 Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!,RT @NiallOfficial
" I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;",RT @NickBratton3
 Guys who tweet shit to get a bunch of favorites are on the same level as hoes,RT @NickCoyne001
 Happy Halloween from Rick James (aka Swaggy) and Charlie Murphy ( @bigmeat2000 ) haha darkness everybody http,RT @NickSwagyPYoung
 If Yoda had a pussy. That's what I look like in the morning.,RT @NickSwardson
 DeJ Loaf is trash. Pure trash.,RT @NicksTape15
 EDM music is trash af and annoying,RT @NicoRomero23
 Kansas bitch #LongHairDontCare #CountryGirl #Ohio #YoureWelcome #LoveThisGirl #Cle #LoveIt http,RT @Nicole_Orozco23
 Look at all the chicks @JoeBudden follow and tell me he ain't got hoes. http,RT @Nigel_D
 RT,RT @Nigel_D
" ""Tat my fucking name on you let em know you love the boy wassup"". I wonder how many bitches made a mistake that year.",RT @NiggaHyfenAsian
 When the nigga with the aux cord playin some trash shit... http,RT @NiggasBLike
 A quick lesson on the birds and the bees,RT @NightValeRadio
" ""@FreeFaceRidess",RT @NiiqueBaby
 Customers at like you make the prices... Like no bitch I don't,RT @NikkiiNick22
" A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line.",RT @NikoWavy
 FACTS RT&#8220;@iDntWearCondoms,RT @NikoWavy
 If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.,RT @NikoWavy
 Men suppose to accept that they girl look like a piece of shit with no makeup but a ugly nigga can get a look? Lol ok bitch,RT @NikoWavy
 Some hoes look better without they Avi enlarged...,RT @NikoWavy
 Why ain't no single Fathers getting wished a Happy Mothers Day like y'all do these bitches on Fathers Day?,RT @NikoWavy
 &#8220;@1waynostra,RT @Nilaja_
 #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;,RT @NinerFans
 @lil_aerii What's good bitch (,RT @NinoDaPlug
" Chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young Carter's fro from birth&#8230;",RT @NinoDemayo
 Asked three-year-old niece why the sun is yellow. Her reply,RT @Nintendo_Legend
 Bad bitches is the only thing that i like,RT @Nissa_jadee
 I think I got da bird flu,RT @NittiYayo
" *comes home late*

Bae",RT @NoBeeetch
 @TommyReaINigga bitch don't nobody care,RT @NoBeeetch
 @Ugh_Sickoe @thuggchelseaa aye bitch http,RT @NoBeeetch
 Just annouced to my hoes who I'm drafting first round for cuffing season http,RT @NoBeeetch
 Original bad bitch http,RT @NoBeeetch
 When you go through her phone and find out she a hoe http,RT @NoBeeetch
 Y'all we use to have to take pictures on real cameras and upload them hoes through the computer. Wow,RT @NoBeeetch
 If a bitch talks shit to me I'm gonna lick my thumb and swipe her eyebrows off,RT @NoChillPaz
 If you get offended by tweets you're a bitch,RT @NoChillPaz
 That bitch is dirty http,RT @NoChillPaz
 The only girls that care about being a guys WCW are hoes,RT @NoChillPaz
 When a bitch says you're broke http,RT @NoChillPaz
 Y'all fat bitches with small titties look like Teddy Grahams.,RT @NoChillScottyD
 Tired of little bitches messing with your plants? Get your own Gangster Gladys http,RT @NoContextAds
" ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http",RT @NoHoesNextDoor
 If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,RT @NoHoesNextDoor
 Mimi so proud to be a hoe,RT @NoHoesNextDoor
" When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;",RT @NoHoesNextDoor
 Bend ha over pull ha hair eat her pussy lick her ass,RT @NoLovee_Lost
 I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;,RT @NoMeek_JustMilz
" Females say ""have a seat faggot"" &amp; they feel like they put a bullet in yo head",RT @NoWomanIsRight
 Only way I want a female to cover up if I like her the rest of you hoes I want to see half naked pics on the TL,RT @NoWomanIsRight
 You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,RT @NoWomanIsRight
 just knowing U can still go out and bag some bitches is good enough for me.... The headace that comes with bagging summ&#8230;,RT @NoWomanIsRight
" BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass.",RT @No_FAKINGG
" Somebody tell these broke bitches , stay in they place #yun-stand?",RT @No_FAKINGG
 Happy birthday faggot! &#128536; @wagggggie,RT @No_ahhh23
 Protestors rally to support teen facing life sentence in pot brownie case http,RT @NoelleonFOX7
" Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd",RT @Nombrehere
 When the lazy eye bitch was tryna put up a front with me http,RT @NooFatChicks
" ""Girls who vape&gt;&gt;"" only faggots say some pussy shit like that I swear.",RT @NooWorrriess
 I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;,RT @NormSanders
 I ain't never had a basic bitch.. Never will &#128175;,RT @NorrisDaGod
 I have no hoes &#128581;,RT @NorrisDaGod
 Democrats to push income inequality as top issue of 2014 http,RT @Norsu2
" Mary had a juicy clam,
Was always good to go
Little touch of boated man
And she began to flow

#HallmarkNostraCollecti&#8230;",RT @Nostradamnisuck
 &#8220;@VikkiNoSecrets,RT @NotRapd2Tite
 Just smashed a bottle over buzz head because he's a cunt,RT @NotSheriffWoody
 When you drop all your hoes for one person and y'all don't end up together http,RT @NotWorldStar
 #ThingsILikeToDo serenading your bitch,RT @NotYourRealPapa
" These hoes getting dressed up as hoes for Halloween, just to do what they always do every other night.",RT @NothingLikeIt15
 @Abel312_ @_WhitePonyJr_ @fallenloki Stick to hockey faggot. You're finished,RT @NotoriousBM95
" Girlfriend = FaSho pussy.. Ho = Some mo pussy.. Dont lose your FaSho pussy, tryna get Some mo pussy, &amp; end up with NO P&#8230;",RT @NotoriousB_l_G
 &#8220;@Von_VonRichter,RT @NotoriousJB_
 This dyke is grabbing a handful of imagination http,RT @NotoriousSulo
 Any song with Tyga in it is trash,RT @Now_Thats_Fresh
" Eddy Murphy,the first celebrity to be spotted in public with a Durag AND a White bitch. Monumental #DuragHistoryWeek h&#8230;",RT @Now_Thats_Fresh
 Every Seth McFarlene cartoon is trash yall love low iq comedy,RT @Now_Thats_Fresh
 Hoes love exposing other hoes on twitter,RT @Now_Thats_Fresh
 I bet its higher than that RT @_DealMethToKids,RT @Now_Thats_Fresh
 Lmao you gotta chill RT @FlyoutChase,RT @Now_Thats_Fresh
" The club Promoter tweet ""fucked another niggas bitch last night. Lol Successful nite"" you RT the tweet &amp; laugh. THAT W&#8230;",RT @Now_Thats_Fresh
 When you sit down and realize you really dont got bitches http,RT @Now_Thats_Fresh
 YG threw a pool party and wore pants with chucks. His sole purpose of throwing that party was to fuck bitches out there,RT @Now_Thats_Fresh
 Your girl's hoe friends gonna gas her to cheat on you. A tall nigga with abs start stroking on her in the club &amp; they &#8230;,RT @Now_Thats_Fresh
 Don't lie to me bitch I'm giving you my heart,RT @Noworriezzzz
 Two hoes arguing bout who fucking who for x amount of money lol what,RT @Noworriezzzz
 After u finger an asian bitch http,RT @NudeGameHeavy
" Omg you own a microwave!? 
Fancy bitch",RT @Null_Hypothesiz
 When you cracking jokes on your friend in the bitch take it to far. http,RT @NunuB__
 when I die on flappy bird http,RT @NuteIla
 After these shows yall bitches imitate n wonder u I say d things I say,RT @Nyash_Whisperer
 &#8220;@1BookieG,RT @O3_Millz
 &#8220;@1BookieG,RT @O3_Millz
 &#8220;@xDSmooth,RT @O3_Millz
" Black pussy remind me of roast beef, white pussy remind me of cheesecake and Mixed girl pussy remind me of Apple Pie.. &#128175;&#128175;",RT @O3_Millz
 Had to block his bitch ass,RT @O3_Millz
 I wonder if mfers gon be mad I took they bitch &#128064;&#128514;&#128514;,RT @O3_Millz
 I'm just saying at one point in my life Deonte took and cuffed my bitch &#128175;&#128175; a year later I fucked his &#128514;&#128514;&#128175;,RT @O3_Millz
 Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; @1BookieG and the other one left &#128530;&#9992;&#65039;&#128640;&#128186; @xDSmooth,RT @O3_Millz
 Yeah he a bitch &#128175;&#128175;&#128175;&#128548;&#128548;,RT @O3_Millz
" And he still wont get no bitches RT ""@willyroast2",RT @OGBEARD
 If I got $50 and my girl got $0 then I still got $50 cause that bitch should have a job.,RT @OGBEARD
 Some of y'all bitches can't even grow this on yo damn head http,RT @OGBEARD
 god damn thats one manly bitch.,RT @OGBitchh
 !!!! &#8220;@RapAboutCereal,RT @OGMarcusC
 I hate stereotypes. Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t&#8230;,RT @OGMarcusC
 side hoe,RT @OGSITTI
 Lol niggas only act nice when they think pussy is the reward. https,RT @OGTREEZ
" Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http",RT @OGTREEZ
 When bae fights your side hoe &amp; wins http,RT @OGTREEZ
 I love my girlfriend she be shitting on y'all hoes. &#128514;&#128175;,RT @OG_Kicks
" Kevin Gates said ""real niggas eat booty, real niggas please they bitches, ION GET TIEDDD"" &#128514;&#128564;&#128564;&#128564;&#128567;&#128567;&#128567;&#128567;&#128567;&#128567;",RT @OG_Mellow
" I dislike them weed men that bless u a couple times then begin ta tax ya , like damn pussy you tryna play a pothead",RT @OG_Steep
 @_100d I'm tryna smoke some dope in that bitch lol,RT @OGsmoky
" I just want the money, ian trippin on these hoes",RT @OHHHME
 Guess who stole/fucked yo bitch? http,RT @OITNBHumor
 Only in #Cleveland are #browns fans going to bitch about a blow out win this week. #Believeland #GoBrowns,RT @OLDBROOKLYNJIM
